Time,BRIGHT_VERT,PREL_VERT
2.0,163.9132701581269,0.1355388
2.0,164.01467654526812,0.15511994
2.0,155.11047210954567,0.16241844
2.0,149.33728640678862,0.1832729
2.0,139.9686656598163,0.18948343
2.0,129.4375462104421,0.21035004
2.0,118.34801667138751,0.21647985
2.0,68.29598962477431,0.26920003
2.0,47.316685458660906,0.29440156
2.0,31.49808925526399,0.31851453
2.0,20.541951255616215,0.34134337
2.0,13.325254238344248,0.3627339
2.0,8.619030020634355,0.38257873
2.0,5.463636952634587,0.4008162
2.0,-1.0,0.41742858
3.0,4.775736194913139,-0.37335575
3.0,7.3266128419160665,-0.36089018
3.0,10.534274028105415,-0.34825292
3.0,14.379927690207136,-0.33545497
3.0,18.819906127614193,-0.32250828
3.0,23.802638548495956,-0.30942488
3.0,29.286248788617105,-0.29621768
3.0,35.252300061056616,-0.2829
3.0,41.709931499435356,-0.26948524
3.0,48.68742045971056,-0.25598735
3.0,56.21208464946359,-0.24242061
3.0,72.09860317981905,-0.2299141
3.0,64.28351100934817,-0.22879902
3.0,72.84657888218122,-0.21513703
3.0,87.35899282629725,-0.20390849
3.0,81.7748299123328,-0.20144916
3.0,90.87055033311712,-0.1877494
3.0,104.42339892128969,-0.1767418
3.0,99.88367422126115,-0.17405218
3.0,108.54861083862785,-0.16037115
3.0,121.78418664768803,-0.1485101
3.0,137.05166098061463,-0.119337544
3.0,148.71061122695392,-0.08937535
3.0,157.36757348131238,-0.058799013
3.0,164.6302505062772,-0.027804017
3.0,170.77000466361864,0.0034000047
3.0,169.50791608277302,0.034014285
3.0,174.40127475286016,0.034596097
3.0,167.52783555794497,0.058164448
3.0,174.57532140517887,0.06556749
3.0,164.70103683654517,0.08322801
3.0,171.87050375406787,0.096105024
3.0,161.4065287837077,0.10907498
3.0,166.73801672071528,0.126014
3.0,156.85197770882803,0.1355388
3.0,157.91041794675408,0.15511994
3.0,148.5798029910997,0.16241844
3.0,143.55916730609164,0.1832729
3.0,133.94466948029762,0.18948343
3.0,123.69496959261238,0.21035004
3.0,112.67582592706623,0.21647985
3.0,63.93805606658325,0.26920003
3.0,44.224284239841076,0.29440156
3.0,29.529835803547783,0.31851453
3.0,19.11913260399888,0.34134337
3.0,11.915269961120854,0.3627339
3.0,7.070991258331959,0.38257873
3.0,3.9621225255024637,0.4008162
3.0,-1.0,0.41742858
4.0,5.3409736038555025,-0.37335575
4.0,7.659543496579356,-0.36089018
4.0,10.59675185104454,-0.34825292
4.0,14.186300196220712,-0.33545497
4.0,18.43557120074688,-0.32250828
4.0,23.330515185512546,-0.30942488
4.0,28.843885613593475,-0.29621768
4.0,34.94495608411867,-0.2829
4.0,41.606272918992246,-0.26948524
4.0,48.803886474048056,-0.25598735
4.0,56.50960232210282,-0.24242061
4.0,72.82350121388103,-0.2299141
4.0,64.67681138061093,-0.22879902
4.0,73.22289201606954,-0.21513703
4.0,87.90920205733498,-0.20390849
4.0,82.01648440869047,-0.20144916
4.0,90.8754914465422,-0.1877494
4.0,104.47242620119789,-0.1767418
4.0,99.57937819640713,-0.17405218
4.0,107.89749437965288,-0.16037115
4.0,121.1937746722891,-0.1485101
4.0,135.87285443072963,-0.119337544
4.0,147.10431113600464,-0.08937535
4.0,155.64493810832678,-0.058799013
4.0,163.3247831844735,-0.027804017
4.0,170.45392878606359,0.0034000047
4.0,169.95855669345474,0.034014285
4.0,175.32255726047816,0.034596097
4.0,168.64298291569986,0.058164448
4.0,176.56925821557485,0.06556749
4.0,166.45090784822492,0.08322801
4.0,174.65378207642655,0.096105024
4.0,163.80241548058237,0.10907498
4.0,170.13847537482906,0.126014
4.0,159.9215474544892,0.1355388
4.0,161.74984297600014,0.15511994
4.0,152.18218210364208,0.16241844
4.0,147.4720863908103,0.1832729
4.0,137.6429715833271,0.18948343
4.0,127.21779311090751,0.21035004
4.0,115.90223867917952,0.21647985
4.0,65.60921782612971,0.26920003
4.0,45.48452294426611,0.29440156
4.0,30.675470189911234,0.31851453
4.0,20.255443379250522,0.34134337
4.0,12.993139648703576,0.3627339
4.0,7.996186764287127,0.38257873
4.0,4.669462695891768,0.4008162
4.0,-1.0,0.41742858
5.0,5.440794966715867,-0.37335575
5.0,7.731461817253949,-0.36089018
5.0,10.565194660838692,-0.34825292
5.0,13.95612265398034,-0.33545497
5.0,17.908124204432255,-0.32250828
5.0,22.423394831840547,-0.30942488
5.0,27.50882513984293,-0.29621768
5.0,33.17819792560616,-0.2829
5.0,39.447785395326285,-0.26948524
5.0,46.32540175604127,-0.25598735
5.0,53.795255127321774,-0.24242061
5.0,70.42119149851285,-0.2299141
5.0,61.802868609618095,-0.22879902
5.0,70.2433808688083,-0.21513703
5.0,85.34738563824537,-0.20390849
5.0,78.95919664179955,-0.20144916
5.0,87.74883806740056,-0.1877494
5.0,101.73186344534074,-0.1767418
5.0,96.38640122599838,-0.17405218
5.0,104.65070951881312,-0.16037115
5.0,118.27152254384313,-0.1485101
5.0,132.96297200264246,-0.119337544
5.0,144.48953932405638,-0.08937535
5.0,153.40897714061254,-0.058799013
5.0,161.37365345777675,-0.027804017
5.0,168.91488290763778,0.0034000047
5.0,169.11398752637956,0.034014285
5.0,174.71570881531272,0.034596097
5.0,168.78037426577,0.058164448
5.0,177.4013766387905,0.06556749
5.0,167.76300575444438,0.08322801
5.0,176.9269049653183,0.096105024
5.0,166.1530186337763,0.10907498
5.0,173.33714346960298,0.126014
5.0,162.88628688179654,0.1355388
5.0,165.18171299337402,0.15511994
5.0,155.2208849664172,0.16241844
5.0,150.53654646815463,0.1832729
5.0,140.2575497683185,0.18948343
5.0,129.49531554322562,0.21035004
5.0,117.72384918114643,0.21647985
5.0,65.58987213504761,0.26920003
5.0,44.89671429953269,0.29440156
5.0,29.903237610906245,0.31851453
5.0,19.590950422964525,0.34134337
5.0,12.560784569338216,0.3627339
5.0,7.782498140339177,0.38257873
5.0,4.59856052146314,0.4008162
5.0,-1.0,0.41742858
6.0,4.623536122036316,-0.37335575
6.0,6.795958452058492,-0.36089018
6.0,9.472786994699513,-0.34825292
6.0,12.669723217762902,-0.33545497
6.0,16.414552225455616,-0.32250828
6.0,20.752262369639844,-0.30942488
6.0,25.73844135956253,-0.29621768
6.0,31.422384488238297,-0.2829
6.0,37.824515690272214,-0.26948524
6.0,44.91625017763071,-0.25598735
6.0,52.61031460058358,-0.24242061
6.0,69.25757363949295,-0.2299141
6.0,60.76611356559807,-0.22879902
6.0,69.20730532323138,-0.21513703
6.0,83.88431730536537,-0.20390849
6.0,77.74692013071947,-0.20144916
6.0,86.21066438545142,-0.1877494
6.0,99.4517957962406,-0.1767418
6.0,94.4510033380057,-0.17405218
6.0,102.35180603675961,-0.16037115
6.0,115.2801072374738,-0.1485101
6.0,130.08098538614345,-0.119337544
6.0,142.3299598597489,-0.08937535
6.0,151.61660273990128,-0.058799013
6.0,159.30550358256846,-0.027804017
6.0,166.84656563563925,0.0034000047
6.0,168.02727742260078,0.034014285
6.0,173.65159781090958,0.034596097
6.0,168.90886004077447,0.058164448
6.0,177.79544438744415,0.06556749
6.0,169.00954982955693,0.08322801
6.0,178.3077949437492,0.096105024
6.0,168.12275850471443,0.10907498
6.0,175.11554803739898,0.126014
6.0,165.25253397021393,0.1355388
6.0,167.1308074060432,0.15511994
6.0,157.77692980009283,0.16241844
6.0,152.4584641961122,0.1832729
6.0,142.65413467935485,0.18948343
6.0,131.01069178919818,0.21035004
6.0,119.46749246074381,0.21647985
6.0,66.04514431550707,0.26920003
6.0,45.518730375757386,0.29440156
6.0,30.94307418015438,0.31851453
6.0,20.804999339397376,0.34134337
6.0,13.548970423736794,0.3627339
6.0,8.337034457744046,0.38257873
6.0,4.773204841743798,0.4008162
6.0,-1.0,0.41742858
7.0,4.9112505178270744,-0.37335575
7.0,7.594441960441332,-0.36089018
7.0,10.722764331661391,-0.34825292
7.0,14.216659183727538,-0.33545497
7.0,18.048300469013903,-0.32250828
7.0,22.26329668570874,-0.30942488
7.0,26.972382106188935,-0.29621768
7.0,32.31430961985763,-0.2829
7.0,38.40143272771799,-0.26948524
7.0,45.268018004549674,-0.25598735
7.0,52.841530465476964,-0.24242061
7.0,68.97049470565668,-0.2299141
7.0,60.9489627709779,-0.22879902
7.0,69.35467255670699,-0.21513703
7.0,83.53169334524931,-0.20390849
7.0,77.81617092040149,-0.20144916
7.0,86.13523485645209,-0.1877494
7.0,98.7530228007407,-0.1767418
7.0,94.1849584616829,-0.17405218
7.0,101.90713867872076,-0.16037115
7.0,114.18274145433251,-0.1485101
7.0,129.16147002455133,-0.119337544
7.0,142.2369687926737,-0.08937535
7.0,152.2412555315813,-0.058799013
7.0,160.03372200490534,-0.027804017
7.0,167.54951683157628,0.0034000047
7.0,169.37240654091488,0.034014285
7.0,174.81394746238738,0.034596097
7.0,171.03236461718618,0.058164448
7.0,179.76224195768103,0.06556749
7.0,171.94924222315083,0.08322801
7.0,181.045459280753,0.096105024
7.0,171.80047168473965,0.10907498
7.0,178.5658917176861,0.126014
7.0,169.5806444458669,0.1355388
7.0,171.11234601572434,0.15511994
7.0,162.4507329441767,0.16241844
7.0,156.2583778471409,0.1832729
7.0,146.89818369418634,0.18948343
7.0,133.66124950104944,0.21035004
7.0,122.37032567540805,0.21647985
7.0,66.49115157957974,0.26920003
7.0,46.05741694833219,0.29440156
7.0,31.932639965942098,0.31851453
7.0,21.8856874909742,0.34134337
7.0,14.194666776533499,0.3627339
7.0,8.352661368953349,0.38257873
7.0,4.348313247264089,0.4008162
7.0,-1.0,0.41742858
8.0,3.6407631880636937,-0.37335575
8.0,6.351370372311999,-0.36089018
8.0,9.394419579069197,-0.34825292
8.0,12.618967977742297,-0.33545497
8.0,15.971796149482445,-0.32250828
8.0,19.531072611151878,-0.30942488
8.0,23.49065844029829,-0.29621768
8.0,28.097481433387905,-0.2829
8.0,33.562307681358014,-0.26948524
8.0,39.9771701571057,-0.25598735
8.0,47.27214231777717,-0.24242061
8.0,61.924008005870434,-0.2299141
8.0,55.22962225163234,-0.22879902
8.0,63.549339342343536,-0.21513703
8.0,76.68485874041176,-0.20390849
8.0,71.93860337478438,-0.20144916
8.0,80.18987171513895,-0.1877494
8.0,92.02070477204492,-0.1767418
8.0,88.21410236622879,-0.17405218
8.0,96.02109470796367,-0.16037115
8.0,107.79200421150306,-0.1485101
8.0,123.88693937501739,-0.119337544
8.0,138.53657283118852,-0.08937535
8.0,149.49192260406053,-0.058799013
8.0,157.3641921029086,-0.027804017
8.0,165.17873456318907,0.0034000047
8.0,168.46800919685958,0.034014285
8.0,173.6603997047536,0.034596097
8.0,171.44439023848176,0.058164448
8.0,179.97338612555458,0.06556749
8.0,173.28388118035994,0.08322801
8.0,181.92767508826574,0.096105024
8.0,173.56145238052133,0.10907498
8.0,179.74408252316638,0.126014
8.0,171.68572262912693,0.1355388
8.0,172.6742106636432,0.15511994
8.0,165.00320338680834,0.16241844
8.0,157.74578049541233,0.1832729
8.0,149.39785709870523,0.18948343
8.0,133.8236641169641,0.21035004
8.0,123.59586927698169,0.21647985
8.0,63.78201035267873,0.26920003
8.0,43.03036056270313,0.29440156
8.0,29.872943925274637,0.31851453
8.0,21.15758980493367,0.34134337
8.0,14.399644540729145,0.3627339
8.0,8.902462676893755,0.38257873
8.0,4.8510172206188615,0.4008162
8.0,-1.0,0.41742858
9.0,-1.0,-0.37335575
9.0,5.834181562242944,-0.36089018
9.0,9.190067450532277,-0.34825292
9.0,12.477616298563651,-0.33545497
9.0,15.55680906080347,-0.32250828
9.0,18.507247815502005,-0.30942488
9.0,21.619581279061016,-0.29621768
9.0,25.310136508924163,-0.2829
9.0,29.984444009312206,-0.26948524
9.0,35.897551900948535,-0.25598735
9.0,43.06290017565461,-0.24242061
9.0,57.173096168627644,-0.2299141
9.0,51.24463600515755,-0.22879902
9.0,60.03425688393078,-0.21513703
9.0,72.81158265396645,-0.20390849
9.0,68.98140474025868,-0.20144916
9.0,77.7256570084053,-0.1877494
9.0,88.80039444823483,-0.1767418
9.0,86.07762615611442,-0.17405218
9.0,94.02394338157478,-0.16037115
9.0,104.4923282734938,-0.1485101
9.0,120.32424232482188,-0.119337544
9.0,135.2830345209088,-0.08937535
9.0,146.88553753811473,-0.058799013
9.0,155.0620734293921,-0.027804017
9.0,163.23561232168282,0.0034000047
9.0,168.64792967427965,0.034014285
9.0,173.20693899595614,0.034596097
9.0,173.8537566313444,0.058164448
9.0,181.8331702784785,0.06556749
9.0,177.56479837310846,0.08322801
9.0,185.1016795189409,0.096105024
9.0,178.30612789856843,0.10907498
9.0,182.29741881726397,0.126014
9.0,175.38689044143692,0.1355388
9.0,173.88230914169378,0.15511994
9.0,167.3515749036399,0.16241844
9.0,158.5492775066622,0.1832729
9.0,151.4303405597565,0.18948343
9.0,135.27441510702667,0.21035004
9.0,126.33737273429344,0.21647985
9.0,66.01174157612901,0.26920003
9.0,43.42710141192322,0.29440156
9.0,28.796388136387012,0.31851453
9.0,19.76611584843461,0.34134337
9.0,13.645613779028361,0.3627339
9.0,-1.0,0.38257873
9.0,5.492735710132171,0.4008162
9.0,-1.0,0.41742858
10.0,-1.0,-0.37335575
10.0,4.763842582127131,-0.36089018
10.0,7.50287879936187,-0.34825292
10.0,10.414317223449423,-0.33545497
10.0,13.444885253992496,-0.32250828
10.0,16.673748551312922,-0.30942488
10.0,20.30163009972864,-0.29621768
10.0,24.59216472170262,-0.2829
10.0,29.783332596687487,-0.26948524
10.0,36.00058369701241,-0.25598735
10.0,43.20479541999306,-0.24242061
10.0,56.75617770392796,-0.2299141
10.0,51.19594790443249,-0.22879902
10.0,59.66995825443726,-0.21513703
10.0,71.20653215389746,-0.20390849
10.0,68.30696249483886,-0.20144916
10.0,76.85473092523858,-0.1877494
10.0,86.41716604411693,-0.1767418
10.0,85.17378585877725,-0.17405218
10.0,93.23100157434763,-0.16037115
10.0,102.08245214169864,-0.1485101
10.0,118.04744110604469,-0.119337544
10.0,132.6728633667744,-0.08937535
10.0,143.662952606967,-0.058799013
10.0,151.5232051082037,-0.027804017
10.0,159.9253609211913,0.0034000047
10.0,167.16930872159583,0.034014285
10.0,170.73096924855386,0.034596097
10.0,173.97535242215696,0.058164448
10.0,180.7378690203374,0.06556749
10.0,179.21508107922622,0.08322801
10.0,185.23247258314458,0.096105024
10.0,180.78000428825774,0.10907498
10.0,182.53711447995477,0.126014
10.0,177.52097642475553,0.1355388
10.0,173.318207630211,0.15511994
10.0,168.48544444048068,0.16241844
10.0,157.82405939989974,0.1832729
10.0,152.32184799288814,0.18948343
10.0,136.18343271753824,0.21035004
10.0,128.71563250461327,0.21647985
10.0,72.50302468261852,0.26920003
10.0,49.49013654174634,0.29440156
10.0,32.80173136056591,0.31851453
10.0,21.40433409069119,0.34134337
10.0,13.622877199719385,0.3627339
10.0,8.268029713781795,0.38257873
10.0,4.682817036784316,0.4008162
10.0,-1.0,0.41742858
11.0,2.3850505601175347,-0.37335575
11.0,5.567773404323316,-0.36089018
11.0,9.145086590825258,-0.34825292
11.0,12.871228199829197,-0.33545497
11.0,16.615387431917064,-0.32250828
11.0,20.40975942981155,-0.30942488
11.0,24.434898947285284,-0.29621768
11.0,28.945699116942528,-0.2829
11.0,34.16476866367073,-0.26948524
11.0,40.18621149284723,-0.25598735
11.0,46.93070901134852,-0.24242061
11.0,60.19396533537194,-0.2299141
11.0,54.17246257958921,-0.22879902
11.0,61.62581303650694,-0.21513703
11.0,71.97565423283993,-0.20390849
11.0,69.05436342823405,-0.20144916
11.0,76.35223138996183,-0.1877494
11.0,84.31673094669553,-0.1767418
11.0,83.5589027210941,-0.17405218
11.0,90.80168023356023,-0.16037115
11.0,98.31844879785105,-0.1485101
11.0,114.38590828635186,-0.119337544
11.0,129.5422683130452,-0.08937535
11.0,139.95115466687508,-0.058799013
11.0,147.04820919825605,-0.027804017
11.0,156.92978152470621,0.0034000047
11.0,167.80557703006,0.034014285
11.0,171.43109653287607,0.034596097
11.0,177.35282816579166,0.058164448
11.0,184.37833900561495,0.06556749
11.0,183.90711750001316,0.08322801
11.0,189.27900081889783,0.096105024
11.0,185.4112835520282,0.10907498
11.0,185.97342625439262,0.126014
11.0,182.0003310046653,0.1355388
11.0,177.07196438885805,0.15511994
11.0,173.5311204717833,0.16241844
11.0,162.51115379521437,0.1832729
11.0,157.87168039971166,0.18948343
11.0,141.070275256672,0.21035004
11.0,133.57045510014794,0.21647985
11.0,75.03305989315163,0.26920003
11.0,52.646978589530285,0.29440156
11.0,37.09204106128505,0.31851453
11.0,26.011586185509756,0.34134337
11.0,17.352873702985804,0.3627339
11.0,10.524729251510644,0.38257873
11.0,5.644473592879465,0.4008162
11.0,-1.0,0.41742858
12.0,2.2034334103467743,-0.37335575
12.0,5.137537960523752,-0.36089018
12.0,8.474498784289707,-0.34825292
12.0,11.999838159786464,-0.33545497
12.0,15.592678389862627,-0.32250828
12.0,19.266350989629895,-0.30942488
12.0,23.15587245938839,-0.29621768
12.0,27.45638214264527,-0.2829
12.0,32.336262615591835,-0.26948524
12.0,37.86154096378873,-0.25598735
12.0,43.964754323001216,-0.24242061
12.0,55.39667543529112,-0.2299141
12.0,50.47268997327379,-0.22879902
12.0,57.179169598548896,-0.21513703
12.0,65.41551351969574,-0.20390849
12.0,63.929375933407535,-0.20144916
12.0,70.67397045049498,-0.1877494
12.0,76.5342183098893,-0.1767418
12.0,77.46477664004973,-0.17405218
12.0,84.39411039667505,-0.16037115
12.0,89.93172141958222,-0.1485101
12.0,105.40789801474521,-0.119337544
12.0,119.7872559382787,-0.08937535
12.0,130.57180235685976,-0.058799013
12.0,141.08694239140792,-0.027804017
12.0,157.22673585795772,0.0034000047
12.0,174.19424978927765,0.034014285
12.0,177.83909508103596,0.034596097
12.0,186.80260626324915,0.058164448
12.0,193.81718548567292,0.06556749
12.0,194.4173681718579,0.08322801
12.0,198.62474979210077,0.096105024
12.0,195.63093150010545,0.10907498
12.0,194.16693772148207,0.126014
12.0,191.71637363817612,0.1355388
12.0,184.4216148734259,0.15511994
12.0,182.90464063644384,0.16241844
12.0,168.99018424567114,0.1832729
12.0,166.35880872355787,0.18948343
12.0,145.93063651598533,0.21035004
12.0,139.92812089079536,0.21647985
12.0,75.820123641362,0.26920003
12.0,52.04790508451423,0.29440156
12.0,36.218083695339054,0.31851453
12.0,25.356833293630622,0.34134337
12.0,16.930936813844472,0.3627339
12.0,10.217410126534869,0.38257873
12.0,5.392994636246949,0.4008162
12.0,-1.0,0.41742858
13.0,-1.0,-0.37335575
13.0,3.702311754217054,-0.36089018
13.0,6.451038365058112,-0.34825292
13.0,9.447972241165404,-0.33545497
13.0,12.622226850559587,-0.32250828
13.0,16.003079030088205,-0.30942488
13.0,19.705590074687123,-0.29621768
13.0,23.880468089406158,-0.2829
13.0,28.64852075513403,-0.26948524
13.0,34.04822512313305,-0.25598735
13.0,40.01991457899338,-0.24242061
13.0,49.814422961923015,-0.2299141
13.0,46.433343052835625,-0.22879902
13.0,53.143075260061835,-0.21513703
13.0,60.33716781179183,-0.20390849
13.0,60.04365111547377,-0.20144916
13.0,67.09419817797396,-0.1877494
13.0,72.55811166942942,-0.1767418
13.0,74.2971696088523,-0.17405218
13.0,81.64264657876954,-0.16037115
13.0,87.0465333523879,-0.1485101
13.0,102.49210458693794,-0.119337544
13.0,115.58785680607228,-0.08937535
13.0,125.70576009962255,-0.058799013
13.0,138.32523134458586,-0.027804017
13.0,158.74368257093192,0.0034000047
13.0,178.89492357552405,0.034014285
13.0,182.6209223165206,0.034596097
13.0,192.13413910370318,0.058164448
13.0,198.9537314754722,0.06556749
13.0,199.09060846913525,0.08322801
13.0,202.74645399833824,0.096105024
13.0,199.71659901558462,0.10907498
13.0,198.15800920552684,0.126014
13.0,196.20616549160133,0.1355388
13.0,188.8173596439712,0.15511994
13.0,187.932447053107,0.16241844
13.0,172.17013751188927,0.1832729
13.0,170.14191472838579,0.18948343
13.0,145.48425195332507,0.21035004
13.0,140.05025649169696,0.21647985
13.0,69.13126774242484,0.26920003
13.0,45.581251366413134,0.29440156
13.0,31.5688799386749,0.31851453
13.0,22.51261848754451,0.34134337
13.0,-1.0,0.3627339
13.0,-1.0,0.38257873
13.0,4.182766389929964,0.4008162
13.0,-1.0,0.41742858
14.0,-1.0,-0.37335575
14.0,4.020345893339704,-0.36089018
14.0,6.94004957867561,-0.34825292
14.0,10.063844789383436,-0.33545497
14.0,13.287537417263017,-0.32250828
14.0,16.624342084020512,-0.30942488
14.0,20.199928419067028,-0.29621768
14.0,24.205527968092994,-0.2829
14.0,28.82680250954257,-0.26948524
14.0,34.17689600892814,-0.25598735
14.0,40.260257988920294,-0.24242061
14.0,49.76581927203712,-0.2299141
14.0,46.97991427282644,-0.22879902
14.0,54.17964108432685,-0.21513703
14.0,60.99904083618168,-0.20390849
14.0,61.698653527374844,-0.20144916
14.0,69.41041770432648,-0.1877494
14.0,74.26382984377696,-0.1767418
14.0,77.22697924904884,-0.17405218
14.0,85.07279259209473,-0.16037115
14.0,89.66421904569545,-0.1485101
14.0,105.87798008842151,-0.119337544
14.0,120.35998594124511,-0.08937535
14.0,133.0936727210532,-0.058799013
14.0,148.67432043403156,-0.027804017
14.0,170.3072022475211,0.0034000047
14.0,189.17370791034884,0.034014285
14.0,192.48306707324673,0.034596097
14.0,200.01611159178037,0.058164448
14.0,205.3595616707286,0.06556749
14.0,204.50911825472974,0.08322801
14.0,206.29129054307063,0.096105024
14.0,203.71007861135885,0.10907498
14.0,200.800746642961,0.126014
14.0,200.20495650379374,0.1355388
14.0,192.12116558999392,0.15511994
14.0,192.81137708046967,0.16241844
14.0,176.41768734046823,0.1832729
14.0,175.7311164326012,0.18948343
14.0,149.9295142951894,0.21035004
14.0,145.36469862010887,0.21647985
14.0,71.06224320148908,0.26920003
14.0,45.75807458501739,0.29440156
14.0,30.826664407558948,0.31851453
14.0,21.753907006694774,0.34134337
14.0,-1.0,0.3627339
14.0,-1.0,0.38257873
14.0,4.749922934955637,0.4008162
14.0,-1.0,0.41742858
15.0,-1.0,-0.37335575
15.0,3.734917270624021,-0.36089018
15.0,6.8831487944312375,-0.34825292
15.0,10.15067849684041,-0.33545497
15.0,13.396921288458158,-0.32250828
15.0,16.634793447460115,-0.30942488
15.0,20.023352824599126,-0.29621768
15.0,23.805975148079327,-0.2829
15.0,28.21734948603426,-0.26948524
15.0,33.396737286805845,-0.25598735
15.0,39.342975767255346,-0.24242061
15.0,47.51864700555443,-0.2299141
15.0,45.92863351536504,-0.22879902
15.0,52.962923662677774,-0.21513703
15.0,58.255721786190335,-0.20390849
15.0,60.27262803739438,-0.20144916
15.0,67.76113448192595,-0.1877494
15.0,71.02802747691013,-0.1767418
15.0,75.41704122692197,-0.17405218
15.0,83.2724640504549,-0.16037115
15.0,86.71131203591028,-0.1485101
15.0,104.92073180724323,-0.119337544
15.0,122.91823391203928,-0.08937535
