Time,BRIGHT_HOR,PREL_HOR
0.0,14.800167468692376,-0.37356213
0.0,24.50138357311806,-0.3530854
0.0,40.450151316453585,-0.32846624
0.0,64.83317169982014,-0.29893094
0.0,97.42407509316168,-0.26372156
0.0,132.86215768542735,-0.22224174
0.0,164.61257414526065,-0.17427728
0.0,193.75162436520236,-0.12025751
0.0,213.62718477528318,-0.061458394
0.0,208.6324188980029,0.0
0.0,189.17994785635415,0.06145844
0.0,172.76337362289246,0.12025759
0.0,149.54824321246994,0.1742773
0.0,105.31276760515937,0.22224177
0.0,59.18910123730409,0.26372164
0.0,28.871633805169356,0.298931
1.0,14.684890526904049,-0.37356213
1.0,23.385455010725806,-0.3530854
1.0,37.95195115137435,-0.32846624
1.0,60.79896719274721,-0.29893094
1.0,91.47574133215413,-0.26372156
1.0,124.19802324343405,-0.22224174
1.0,153.6328263023243,-0.17427728
1.0,180.12744681131804,-0.12025751
1.0,195.72139728590992,-0.061458394
1.0,190.64671340127336,0.0
1.0,172.8268673009758,0.06145844
1.0,157.1845341558746,0.12025759
1.0,135.39240568846625,0.1742773
1.0,95.48412082494413,0.22224177
1.0,53.92302274934596,0.26372164
1.0,26.03275584853658,0.298931
2.0,13.568087246338388,-0.37356213
2.0,21.490462708073714,-0.3530854
2.0,34.76927533371986,-0.32846624
2.0,55.88883961648646,-0.29893094
2.0,85.16870064811474,-0.26372156
2.0,118.29288819535957,-0.22224174
2.0,149.7798863853916,-0.17427728
2.0,176.00866821375286,-0.12025751
2.0,188.57115529179768,-0.061458394
2.0,181.7971283828951,0.0
2.0,162.62991900827294,0.06145844
2.0,147.0447463609769,0.12025759
2.0,126.52944805477628,0.1742773
2.0,88.6524799362384,0.22224177
2.0,49.57306843178749,0.26372164
2.0,23.685859347400758,0.298931
3.0,11.840962230104374,-0.37356213
3.0,19.71899401962018,-0.3530854
3.0,32.47541718257783,-0.32846624
3.0,52.15917415979639,-0.29893094
3.0,79.7765196863461,-0.26372156
3.0,112.58032522229655,-0.22224174
3.0,144.06545619227185,-0.17427728
3.0,168.75074442975998,-0.12025751
3.0,179.13797107378707,-0.061458394
3.0,170.19329448594223,0.0
3.0,151.91164989298002,0.06145844
3.0,137.47711375829778,0.12025759
3.0,118.97062875105924,0.1742773
3.0,83.71158029224955,0.22224177
3.0,46.824517796718304,0.26372164
3.0,22.760815969002152,0.298931
4.0,13.12943633878719,-0.37356213
4.0,21.189839676323338,-0.3530854
4.0,34.03414517072927,-0.32846624
4.0,53.84116480430077,-0.29893094
4.0,81.9146991285018,-0.26372156
4.0,115.44022616838294,-0.22224174
4.0,147.11590241373224,-0.17427728
4.0,171.23566687391045,-0.12025751
4.0,180.3644931217577,-0.061458394
4.0,169.7492192990457,0.0
4.0,151.0652728327909,0.06145844
4.0,137.7844215115405,0.12025759
4.0,120.96667093250909,0.1742773
4.0,85.60592699836828,0.22224177
4.0,47.46086316357646,0.26372164
4.0,22.719262331691606,0.298931
5.0,12.949681456580674,-0.37356213
5.0,20.841835856199395,-0.3530854
5.0,33.51366394641503,-0.32846624
5.0,53.339876647674686,-0.29893094
5.0,81.95604833492627,-0.26372156
5.0,116.57398942754273,-0.22224174
5.0,148.98209669086842,-0.17427728
5.0,172.54143024981272,-0.12025751
5.0,180.1155549037199,-0.061458394
5.0,168.14545914490176,0.0
5.0,149.94581695500904,0.06145844
5.0,137.85025444790327,0.12025759
5.0,121.2865078827001,0.1742773
5.0,85.33419434280279,0.22224177
5.0,46.5633681701684,0.26372164
5.0,21.638300841594017,0.298931
6.0,13.756680033221512,-0.37356213
6.0,22.030508059265166,-0.3530854
6.0,34.726538381220585,-0.32846624
6.0,54.013354951518195,-0.29893094
6.0,82.10260166731578,-0.26372156
6.0,116.8371126088771,-0.22224174
6.0,148.7729676295486,-0.17427728
6.0,171.68639438133962,-0.12025751
6.0,179.1516217467515,-0.061458394
6.0,166.0310754816324,0.0
6.0,149.63654740165077,0.06145844
6.0,139.04570123511465,0.12025759
6.0,123.27905461926262,0.1742773
6.0,86.64684553838497,0.22224177
6.0,46.4456717361049,0.26372164
6.0,21.292019373198638,0.298931
7.0,13.856230457640125,-0.37356213
7.0,22.685139590559245,-0.3530854
7.0,35.5202031741199,-0.32846624
7.0,54.12190408451796,-0.29893094
7.0,81.62653851815162,-0.26372156
7.0,117.50380093542486,-0.22224174
7.0,150.36077601119757,-0.17427728
7.0,172.21726919614758,-0.12025751
7.0,179.6719176790319,-0.061458394
7.0,166.71863031717996,0.0
7.0,151.87838191862392,0.06145844
7.0,142.47372363488856,0.12025759
7.0,127.29852627560692,0.1742773
7.0,89.51864401793888,0.22224177
7.0,47.937257486889834,0.26372164
7.0,22.798878662362583,0.298931
8.0,13.353791992944064,-0.37356213
8.0,21.09342126212086,-0.3530854
8.0,31.907927327710812,-0.32846624
8.0,48.067638325434146,-0.29893094
8.0,74.87257715480544,-0.26372156
8.0,113.21348628749395,-0.22224174
8.0,147.9208612129115,-0.17427728
8.0,169.47053031171893,-0.12025751
8.0,177.35666161702957,-0.061458394
8.0,164.26995556330698,0.0
8.0,152.0516976226328,0.06145844
8.0,143.24341129183412,0.12025759
8.0,128.73425560008394,0.1742773
8.0,91.12931143975766,0.22224177
8.0,48.439146518253054,0.26372164
8.0,23.316583725021744,0.298931
9.0,12.232671262527148,-0.37356213
9.0,18.84800557144986,-0.3530854
9.0,28.92289116321834,-0.32846624
9.0,45.49399144407443,-0.29893094
9.0,73.5589451057464,-0.26372156
9.0,112.09593887958546,-0.22224174
9.0,145.65090427084075,-0.17427728
9.0,167.0066830065453,-0.12025751
9.0,174.69340182112023,-0.061458394
9.0,162.24732451237105,0.0
9.0,154.64209490091642,0.06145844
9.0,147.8143240106778,0.12025759
9.0,131.43602084815998,0.1742773
9.0,93.9267292581074,0.22224177
9.0,51.71083765063464,0.26372164
9.0,25.659909136599047,0.298931
10.0,11.669248572369662,-0.37356213
10.0,19.17253180591755,-0.3530854
10.0,31.18295307318725,-0.32846624
10.0,50.16692126488778,-0.29893094
10.0,78.40971528297,-0.26372156
10.0,112.60734678345214,-0.22224174
10.0,141.8654229420269,-0.17427728
10.0,162.7697545597207,-0.12025751
10.0,169.47629038004402,-0.061458394
10.0,158.88425225161185,0.0
10.0,156.27209004240132,0.06145844
10.0,152.40582963906726,0.12025759
10.0,134.47202429376608,0.1742773
10.0,97.1835363575538,0.22224177
10.0,56.44529300951347,0.26372164
10.0,29.559471268915555,0.298931
11.0,15.3754748516884,-0.37356213
11.0,24.780172892377774,-0.3530854
11.0,38.0325008632126,-0.32846624
11.0,56.745180561597635,-0.29893094
11.0,83.88112524585893,-0.26372156
11.0,116.93001279601904,-0.22224174
11.0,142.81924206967125,-0.17427728
11.0,161.77836082605228,-0.12025751
11.0,168.79859516430568,-0.061458394
11.0,155.58522621174419,0.0
11.0,157.78693708952665,0.06145844
11.0,155.8116654641982,0.12025759
11.0,139.0567962886175,0.1742773
11.0,100.89612618647543,0.22224177
11.0,57.05089196558828,0.26372164
11.0,29.531559718066845,0.298931
12.0,15.15738251140248,-0.37356213
12.0,24.394587071835826,-0.3530854
12.0,37.29649362762425,-0.32846624
12.0,55.66052869544731,-0.29893094
12.0,82.9176547026144,-0.26372156
12.0,116.32656673440333,-0.22224174
12.0,141.77792479478668,-0.17427728
12.0,160.61177422525793,-0.12025751
12.0,167.5843961638084,-0.061458394
12.0,155.14073998734227,0.0
12.0,161.49633967794503,0.06145844
12.0,162.04564545672042,0.12025759
12.0,146.832101137059,0.1742773
12.0,106.85397801946849,0.22224177
12.0,58.90981950514076,0.26372164
12.0,29.00752097385351,0.298931
13.0,13.249554915233123,-0.37356213
13.0,21.492268309814165,-0.3530854
13.0,32.31747510111701,-0.32846624
13.0,47.7701915174198,-0.29893094
13.0,73.8710290325996,-0.26372156
13.0,111.05604999936476,-0.22224174
13.0,141.8816216557069,-0.17427728
13.0,161.42167297190218,-0.12025751
13.0,167.49216602465688,-0.061458394
13.0,156.17882122444223,0.0
13.0,163.33967178907602,0.06145844
13.0,164.1622359432383,0.12025759
13.0,150.49848018029212,0.1742773
13.0,107.97435573365456,0.22224177
13.0,56.3172596326295,0.26372164
13.0,25.971598869614375,0.298931
14.0,13.279771609900681,-0.37356213
14.0,21.007298025654425,-0.3530854
14.0,31.534995003070556,-0.32846624
14.0,47.491914164588195,-0.29893094
14.0,74.96774565493513,-0.26372156
14.0,113.14777841634833,-0.22224174
14.0,143.32825769251414,-0.17427728
14.0,162.4524135117376,-0.12025751
14.0,173.32570458277152,-0.061458394
14.0,167.749554101738,0.0
14.0,171.72426333011882,0.06145844
14.0,169.87451551361863,0.12025759
14.0,157.089691523671,0.1742773
14.0,113.3238977819309,0.22224177
14.0,58.86052412513869,0.26372164
14.0,26.41011117027067,0.298931
15.0,13.493396758565932,-0.37356213
15.0,20.80273813651599,-0.3530854
15.0,30.46917821785903,-0.32846624
15.0,45.35232604241004,-0.29893094
15.0,72.46737855233222,-0.26372156
15.0,111.23727716005588,-0.22224174
15.0,140.83251436064708,-0.17427728
15.0,159.90770133542233,-0.12025751
15.0,175.9454658752067,-0.061458394
15.0,173.77336354530024,0.0
15.0,175.76390702948768,0.06145844
15.0,172.57686396293118,0.12025759
15.0,161.35432369494205,0.1742773
15.0,117.02386394245464,0.22224177
15.0,60.25651526475296,0.26372164
15.0,26.761666476716208,0.298931
16.0,12.573339650158205,-0.37356213
16.0,18.857543041141803,-0.3530854
16.0,27.22177031373196,-0.32846624
16.0,40.715438679115984,-0.29893094
16.0,66.18679563541784,-0.26372156
16.0,102.13866970939311,-0.22224174
16.0,128.02399240833387,-0.17427728
16.0,146.44937336139435,-0.12025751
16.0,164.70381429863843,-0.061458394
16.0,161.93175556801896,0.0
16.0,163.35070890324695,0.06145844
16.0,160.33468174627467,0.12025759
16.0,151.13519142060423,0.1742773
16.0,111.6597135167429,0.22224177
16.0,58.72269996955924,0.26372164
