Time,BRIGHT_HOR,PREL_HOR
16.0,26.73752602874012,0.298931
17.0,10.467905243225319,-0.37356213
17.0,15.882139836729003,-0.3530854
17.0,22.78073790797407,-0.32846624
17.0,34.21268069617921,-0.29893094
17.0,57.71095496157218,-0.26372156
17.0,92.05292697469783,-0.22224174
17.0,115.42634618921447,-0.17427728
17.0,132.98740583201388,-0.12025751
17.0,153.30421936153724,-0.061458394
17.0,148.26529738513813,0.0
17.0,146.24979959675318,0.06145844
17.0,141.97373638733464,0.12025759
17.0,137.5045316117598,0.1742773
17.0,105.00811472606651,0.22224177
17.0,56.16297357217324,0.26372164
17.0,26.07290359739574,0.298931
18.0,10.463393906636563,-0.37356213
18.0,15.441711457502299,-0.3530854
18.0,21.882589189537605,-0.32846624
18.0,33.023877596516144,-0.29893094
18.0,56.105248159201885,-0.26372156
18.0,89.2413602633456,-0.22224174
18.0,111.92103628136952,-0.17427728
18.0,131.93192837096913,-0.12025751
18.0,156.63919506206327,-0.061458394
18.0,154.98193688919937,0.0
18.0,153.13640237353013,0.06145844
18.0,147.3294860000257,0.12025759
18.0,141.18382139325487,0.1742773
18.0,107.04390072652025,0.22224177
18.0,56.641221937616145,0.26372164
18.0,25.472484594658386,0.298931
19.0,9.228203417028391,-0.37356213
19.0,13.654402379677004,-0.3530854
19.0,19.78272187422853,-0.32846624
19.0,31.585675190439307,-0.29893094
19.0,56.89061416966781,-0.26372156
19.0,92.57454623158647,-0.22224174
19.0,116.66257008653356,-0.17427728
19.0,140.90686819392766,-0.12025751
19.0,170.69742351210334,-0.061458394
19.0,168.92530049883683,0.0
19.0,167.52923242627665,0.06145844
19.0,159.39337953809127,0.12025759
19.0,151.62415325257058,0.1742773
19.0,115.77774318564524,0.22224177
19.0,61.37382128897303,0.26372164
19.0,26.925786526368494,0.298931
20.0,8.62144881200163,-0.37356213
20.0,12.427301612310492,-0.3530854
20.0,17.681471963510077,-0.32846624
20.0,28.63732108130191,-0.29893094
20.0,53.54087458814798,-0.26372156
20.0,89.18091488952128,-0.22224174
20.0,113.87611885592887,-0.17427728
20.0,140.83826554646882,-0.12025751
20.0,170.54586713375164,-0.061458394
20.0,165.17229452903604,0.0
20.0,165.3609079236963,0.06145844
20.0,158.7176720381645,0.12025759
20.0,152.21492555945815,0.1742773
20.0,117.14214865503025,0.22224177
20.0,61.642137686318875,0.26372164
20.0,26.215199974607803,0.298931
21.0,9.499806815958259,-0.37356213
21.0,14.389113407272518,-0.3530854
21.0,20.131979412040934,-0.32846624
21.0,29.499323095922023,-0.29893094
21.0,50.07975343015263,-0.26372156
21.0,81.152206870577,-0.22224174
21.0,104.07015636681328,-0.17427728
21.0,129.91321525394414,-0.12025751
21.0,158.67865296501716,-0.061458394
21.0,153.53895273991813,0.0
21.0,153.1822971307923,0.06145844
21.0,149.3857280487826,0.12025759
21.0,146.1348713758668,0.1742773
21.0,112.62371610520144,0.22224177
21.0,59.647273636058195,0.26372164
21.0,26.829876977894564,0.298931
22.0,9.506988685474195,-0.37356213
22.0,13.987380266481473,-0.3530854
22.0,19.595333619469006,-0.32846624
22.0,29.083767433689417,-0.29893094
22.0,48.63317621348638,-0.26372156
22.0,76.24082580012309,-0.22224174
22.0,98.09394943507989,-0.17427728
22.0,130.58721433640233,-0.12025751
22.0,164.0210250142907,-0.061458394
22.0,157.91396378363743,0.0
22.0,159.574761010423,0.06145844
22.0,156.3232595878485,0.12025759
22.0,149.8508210979779,0.1742773
22.0,114.57067885202525,0.22224177
22.0,60.84112738566122,0.26372164
22.0,26.8675523835324,0.298931
23.0,10.120991671852988,-0.37356213
23.0,14.776595779386312,-0.3530854
23.0,21.06440320080187,-0.32846624
23.0,31.7846495388668,-0.29893094
23.0,51.513126029108335,-0.26372156
23.0,74.78448378732118,-0.22224174
23.0,88.03870642996978,-0.17427728
23.0,114.92902861003265,-0.12025751
23.0,146.75714433810327,-0.061458394
23.0,139.4327093333168,0.0
23.0,141.17675718323815,0.06145844
23.0,136.87601980410176,0.12025759
23.0,134.23441585188783,0.1742773
23.0,108.3055254942764,0.22224177
23.0,61.041124717266044,0.26372164
23.0,28.66399650778767,0.298931
24.0,11.10350968107545,-0.37356213
24.0,16.513930197255235,-0.3530854
24.0,25.0935201312529,-0.32846624
24.0,39.01219876081531,-0.29893094
24.0,58.76829680128235,-0.26372156
24.0,76.69946492619866,-0.22224174
24.0,87.25769523099773,-0.17427728
24.0,113.03932362967572,-0.12025751
24.0,139.62197760173478,-0.061458394
24.0,132.97016611865754,0.0
24.0,133.78860688091316,0.06145844
24.0,132.71875441111976,0.12025759
24.0,128.0955324944174,0.1742773
24.0,102.90067388571957,0.22224177
24.0,61.691072525809545,0.26372164
24.0,31.4175831344673,0.298931
25.0,14.032461184058759,-0.37356213
25.0,18.551361763239143,-0.3530854
25.0,24.426892753152266,-0.32846624
25.0,34.66047053033581,-0.29893094
25.0,53.402059612386516,-0.26372156
25.0,73.59534722640208,-0.22224174
25.0,82.68521889121764,-0.17427728
25.0,111.41001367076323,-0.12025751
25.0,147.53602393590384,-0.061458394
25.0,138.94245208989864,0.0
25.0,144.41982553611743,0.06145844
25.0,143.67547041503732,0.12025759
25.0,141.0762097139723,0.1742773
25.0,114.24716033120737,0.22224177
25.0,65.14638790022047,0.26372164
25.0,31.362452623759452,0.298931
26.0,8.935048955597622,-0.37356213
26.0,12.27773645796699,-0.3530854
26.0,14.734657930161198,-0.32846624
26.0,18.837274876316112,-0.29893094
26.0,33.04506257088025,-0.26372156
26.0,53.554756899758964,-0.22224174
26.0,58.30793986396029,-0.17427728
26.0,85.48312557784027,-0.12025751
26.0,128.50595157236984,-0.061458394
26.0,110.99875316417145,0.0
26.0,122.91455693376288,0.06145844
26.0,127.90813359421048,0.12025759
26.0,131.1737208869674,0.1742773
26.0,106.50525983143511,0.22224177
26.0,54.34678675069809,0.26372164
26.0,22.103191886761422,0.298931
27.0,8.111190637199252,-0.37356213
27.0,10.687224664073874,-0.3530854
27.0,14.105902174815226,-0.32846624
27.0,21.09833192402234,-0.29893094
27.0,35.720241864994115,-0.26372156
27.0,51.8779308094717,-0.22224174
27.0,56.76878632696753,-0.17427728
27.0,75.87365656512132,-0.12025751
27.0,100.6081515605516,-0.061458394
27.0,87.14474493808342,0.0
27.0,88.99715269199825,0.06145844
27.0,87.41493316322979,0.12025759
27.0,89.21085018119182,0.1742773
27.0,76.00731720515626,0.22224177
27.0,43.00040526144206,0.26372164
27.0,19.389059404746835,0.298931
28.0,5.984465977954602,-0.37356213
28.0,10.639758617808956,-0.3530854
28.0,14.74829985671541,-0.32846624
28.0,18.86549542174518,-0.29893094
28.0,29.695445594448092,-0.26372156
28.0,47.04479603005511,-0.22224174
28.0,51.23949362428188,-0.17427728
28.0,65.352801636479,-0.12025751
28.0,95.66166408242562,-0.061458394
28.0,86.87774960241785,0.0
28.0,96.15303922229944,0.06145844
28.0,96.29530982210105,0.12025759
28.0,94.60438112096809,0.1742773
28.0,75.34683022165304,0.22224177
28.0,39.87735282187495,0.26372164
28.0,19.48275456234776,0.298931
29.0,5.307001114833924,-0.37356213
29.0,9.121867277716445,-0.3530854
29.0,13.43644415363034,-0.32846624
29.0,18.422707180881247,-0.29893094
29.0,27.118956288935905,-0.26372156
29.0,39.40392076925552,-0.22224174
29.0,45.94991228468801,-0.17427728
29.0,59.69438219089173,-0.12025751
29.0,82.75615679205845,-0.061458394
29.0,81.3731765406723,0.0
29.0,87.58705768216228,0.06145844
29.0,92.74137114361599,0.12025759
29.0,88.87760288656946,0.1742773
29.0,64.13412893417288,0.22224177
29.0,31.76087161551945,0.26372164
29.0,13.823582233975245,0.298931
30.0,4.3474358617027,-0.37356213
30.0,8.174321167433414,-0.3530854
30.0,12.631672317598882,-0.32846624
30.0,17.192551751921204,-0.29893094
30.0,23.77807453162879,-0.26372156
30.0,34.34937338653988,-0.22224174
30.0,44.38193466270007,-0.17427728
30.0,59.47586645849567,-0.12025751
30.0,80.5268661789461,-0.061458394
30.0,85.32427123701416,0.0
30.0,92.4203658251592,0.06145844
30.0,96.2080770414986,0.12025759
30.0,85.62253812884201,0.1742773
30.0,56.91979201567859,0.22224177
30.0,27.902323451376844,0.26372164
30.0,13.101728727516244,0.298931
31.0,3.7919566239105778,-0.37356213
31.0,7.587260758095605,-0.3530854
31.0,11.360625861135711,-0.32846624
31.0,14.35819937831386,-0.29893094
31.0,19.569168657677572,-0.26372156
31.0,30.064759965525298,-0.22224174
31.0,39.47152510932585,-0.17427728
31.0,54.78240577252174,-0.12025751
31.0,78.18933475242835,-0.061458394
31.0,81.80138226899616,0.0
31.0,87.57033615024316,0.06145844
31.0,87.71535346681334,0.12025759
31.0,77.49298040169484,0.1742773
31.0,51.94457408755979,0.22224177
31.0,24.90620465998702,0.26372164
31.0,11.83086485653043,0.298931
32.0,5.571719704307325,-0.37356213
32.0,9.740456634987638,-0.3530854
32.0,13.855018902546675,-0.32846624
32.0,17.7195393514225,-0.29893094
32.0,25.6327209453285,-0.26372156
32.0,38.6867999681545,-0.22224174
32.0,43.99394644107656,-0.17427728
32.0,56.890284691273884,-0.12025751
32.0,82.20969196551934,-0.061458394
32.0,76.81851386330692,0.0
32.0,84.12635176014963,0.06145844
32.0,85.69772849924959,0.12025759
32.0,78.16138229450166,0.1742773
32.0,56.76964310978551,0.22224177
32.0,29.429029572670313,0.26372164
32.0,15.359371418981706,0.298931
33.0,3.88967851379625,-0.37356213
33.0,6.877746641943704,-0.3530854
33.0,10.676058520632234,-0.32846624
33.0,15.184168208398077,-0.29893094
33.0,21.61072304669921,-0.26372156
33.0,29.824664176695755,-0.22224174
33.0,35.97242623182854,-0.17427728
33.0,49.29474153084552,-0.12025751
33.0,67.7996798710526,-0.061458394
33.0,70.55996940829348,0.0
33.0,79.35063328962057,0.06145844
33.0,77.95426060873348,0.12025759
33.0,63.8434809817816,0.1742773
33.0,42.79469579424476,0.22224177
33.0,22.66640578060933,0.26372164
33.0,11.823070348919444,0.298931
34.0,4.499266057381173,-0.37356213
34.0,8.371030601100497,-0.3530854
34.0,12.975733556361481,-0.32846624
34.0,17.871451796623663,-0.29893094
34.0,24.528112991188607,-0.26372156
34.0,33.6132312701955,-0.22224174
34.0,40.83142952336626,-0.17427728
34.0,54.63064863088509,-0.12025751
34.0,75.35873649408035,-0.061458394
34.0,80.37505112761319,0.0
34.0,84.76120248147708,0.06145844
34.0,79.18674155057552,0.12025759
34.0,66.38673100116922,0.1742773
34.0,45.59452674676161,0.22224177
34.0,24.097518749726262,0.26372164
34.0,12.574445439250123,0.298931
35.0,3.8054814400032955,-0.37356213
35.0,7.936225140274862,-0.3530854
35.0,12.317071398038394,-0.32846624
35.0,16.66289438902791,-0.29893094
35.0,24.511223502431424,-0.26372156
35.0,38.00548602350957,-0.22224174
35.0,49.48122678580413,-0.17427728
35.0,68.91419535985813,-0.12025751
35.0,93.86849548699449,-0.061458394
35.0,91.79415004165558,0.0
35.0,93.67119971041838,0.06145844
35.0,87.53835453766145,0.12025759
35.0,76.15869620145864,0.1742773
35.0,53.52219621775738,0.22224177
35.0,26.650325149656396,0.26372164
35.0,12.503029949991515,0.298931
36.0,3.7707395746394163,-0.37356213
36.0,7.160521400615512,-0.3530854
36.0,11.07456153393511,-0.32846624
36.0,15.900916334691722,-0.29893094
36.0,25.111252107777414,-0.26372156
36.0,40.840492832650554,-0.22224174
36.0,56.84039387903351,-0.17427728
36.0,77.72156041389167,-0.12025751
36.0,99.88426001984632,-0.061458394
36.0,100.157097919346,0.0
36.0,98.61184345579446,0.06145844
36.0,89.73701339763358,0.12025759
36.0,76.72898044078507,0.1742773
36.0,52.84434211717275,0.22224177
36.0,26.183058564897827,0.26372164
36.0,11.779765269203825,0.298931
37.0,3.833262230524212,-0.37356213
37.0,7.639935477546602,-0.3530854
37.0,11.741473787482631,-0.32846624
37.0,16.536255822515493,-0.29893094
37.0,26.610308142034235,-0.26372156
37.0,44.50290721278843,-0.22224174
37.0,60.43586727199101,-0.17427728
37.0,80.77671739771468,-0.12025751
37.0,107.08431158672906,-0.061458394
37.0,108.42202961022181,0.0
37.0,105.09980512865033,0.06145844
37.0,91.83304896234998,0.12025759
37.0,77.35617820526686,0.1742773
37.0,53.939605043502866,0.22224177
37.0,27.091903166126905,0.26372164
37.0,12.90306346171805,0.298931
38.0,4.332641049671538,-0.37356213
38.0,8.810847764446073,-0.3530854
38.0,14.054889898155595,-0.32846624
38.0,20.427585450013986,-0.29893094
38.0,32.02048281672692,-0.26372156
38.0,50.893603014153,-0.22224174
38.0,67.06619216269986,-0.17427728
38.0,83.8632296892957,-0.12025751
38.0,102.14991600202417,-0.061458394
38.0,98.57618401235615,0.0
38.0,95.11677313766744,0.06145844
38.0,84.77194839007595,0.12025759
38.0,73.4147924573235,0.1742773
38.0,53.653821142054476,0.22224177
38.0,29.71189953339792,0.26372164
38.0,16.077693700401614,0.298931
39.0,7.620452860623242,-0.37356213
39.0,13.94055219152705,-0.3530854
39.0,20.853370843130925,-0.32846624
39.0,28.040236154859922,-0.29893094
39.0,39.50549129286926,-0.26372156
39.0,56.96435535217823,-0.22224174
39.0,68.79388986496765,-0.17427728
39.0,81.96875490137212,-0.12025751
39.0,98.6018777302751,-0.061458394
39.0,90.0568068035864,0.0
39.0,86.57747459146775,0.06145844
39.0,78.4806664602755,0.12025759
39.0,72.01333824544253,0.1742773
39.0,55.92421379173811,0.22224177
39.0,32.299754271467116,0.26372164
39.0,18.571349180538935,0.298931
40.0,6.806429056951728,-0.37356213
40.0,11.680992438534869,-0.3530854
40.0,16.655127080481464,-0.32846624
40.0,21.390334184374378,-0.29893094
40.0,29.375273975100708,-0.26372156
40.0,42.712674050604235,-0.22224174
40.0,52.504425645800644,-0.17427728
40.0,63.22831554472224,-0.12025751
40.0,74.16489470902032,-0.061458394
40.0,63.37220914277381,0.0
40.0,59.38944019538136,0.06145844
40.0,53.70048795411052,0.12025759
40.0,50.56676173409155,0.1742773
40.0,40.77462735563048,0.22224177
40.0,24.476663927141168,0.26372164
40.0,15.051631613304245,0.298931
41.0,4.862248728541794,-0.37356213
41.0,7.805602890056959,-0.3530854
41.0,11.135869962409393,-0.32846624
41.0,14.780257613150136,-0.29893094
41.0,20.310106241714767,-0.26372156
41.0,28.135086537679506,-0.22224174
41.0,33.34567306486661,-0.17427728
41.0,39.751918025082006,-0.12025751
41.0,47.01442669703635,-0.061458394
41.0,40.855360248692485,0.0
41.0,38.23277004204907,0.06145844
41.0,35.27945423233459,0.12025759
41.0,32.387446738808556,0.1742773
41.0,25.3179681022896,0.22224177
41.0,15.200705448256247,0.26372164
41.0,9.26549381560143,0.298931
42.0,3.167084555353332,-0.37356213
42.0,5.9865957733766955,-0.3530854
42.0,10.080558439091305,-0.32846624
42.0,15.36133814374758,-0.29893094
42.0,21.57940685305508,-0.26372156
42.0,28.1233205775631,-0.22224174
42.0,34.17118268686113,-0.17427728
42.0,40.594679110427215,-0.12025751
42.0,43.63226872751796,-0.061458394
42.0,38.95365757810558,0.0
42.0,35.153801521181585,0.06145844
42.0,31.78723628459768,0.12025759
42.0,27.849078113885383,0.1742773
42.0,22.418892953707456,0.22224177
42.0,15.956597082547297,0.26372164
42.0,10.684284549320033,0.298931
43.0,3.6295159163472617,-0.37356213
43.0,6.044954350812373,-0.3530854
43.0,9.198587412119203,-0.32846624
43.0,13.018885041359734,-0.29893094
43.0,17.81186134319062,-0.26372156
43.0,23.682617504488615,-0.22224174
43.0,29.708057571577342,-0.17427728
43.0,36.42814966116295,-0.12025751
43.0,39.31343350851507,-0.061458394
43.0,33.69754568783848,0.0
43.0,29.754408107291503,0.06145844
43.0,26.693854986722112,0.12025759
43.0,23.586172910783027,0.1742773
43.0,18.307706059232757,0.22224177
43.0,11.766872509712025,0.26372164
43.0,7.279252781879573,0.298931
44.0,3.3163062488226416,-0.37356213
44.0,6.128348865457801,-0.3530854
44.0,9.777792670320576,-0.32846624
44.0,14.027479670123695,-0.29893094
44.0,19.2393876234157,-0.26372156
44.0,25.646790858845822,-0.22224174
44.0,31.295798711795534,-0.17427728
44.0,36.19784171985149,-0.12025751
44.0,38.459374122633804,-0.061458394
44.0,33.198494924614835,0.0
44.0,28.847626915415663,0.06145844
44.0,25.930771078336882,0.12025759
44.0,24.011806719779145,0.1742773
44.0,19.46372312120961,0.22224177
44.0,13.10797100396452,0.26372164
44.0,8.609574979468192,0.298931
45.0,3.222339432092526,-0.37356213
45.0,5.356616309773045,-0.3530854
45.0,8.137414346316822,-0.32846624
45.0,11.699219271805505,-0.29893094
45.0,16.797777372410646,-0.26372156
45.0,23.460593364673727,-0.22224174
45.0,28.83630154717781,-0.17427728
45.0,32.58563971995131,-0.12025751
45.0,34.79363787360586,-0.061458394
45.0,31.539491820806422,0.0
45.0,27.736045688416915,0.06145844
45.0,23.891489852915917,0.12025759
45.0,21.445217305311278,0.1742773
45.0,17.087758064541532,0.22224177
45.0,11.145727563044828,0.26372164
45.0,7.089186383479424,0.298931
46.0,3.508033493221491,-0.37356213
46.0,5.316975928942712,-0.3530854
46.0,7.732426724552185,-0.32846624
46.0,11.020301961563105,-0.29893094
46.0,15.8229760203602,-0.26372156
46.0,22.07576265049159,-0.22224174
46.0,27.832925709638467,-0.17427728
46.0,32.764595239004535,-0.12025751
46.0,35.13765423144635,-0.061458394
46.0,31.671949870272716,0.0
46.0,27.94647479550081,0.06145844
46.0,24.456729041655013,0.12025759
46.0,21.064572210598666,0.1742773
46.0,15.366010742832167,0.22224177
46.0,8.877171674009334,0.26372164
46.0,4.851831114679607,0.298931
47.0,3.680537444804128,-0.37356213
47.0,5.26204462762108,-0.3530854
47.0,8.099718890453305,-0.32846624
47.0,13.028351570936062,-0.29893094
47.0,19.986996998785997,-0.26372156
47.0,26.98991996964447,-0.22224174
47.0,32.54791087943066,-0.17427728
